Treino,Min,Max,Media,Desvio
0.1,0.651851851851852,0.955555555555556,0.824814814814815,0.0936130898115929
0.2,0.625,0.925,0.86125,0.0816171976918121
0.3,0.6,0.923809523809524,0.86,0.0847396552139054
0.4,0.611111111111111,0.944444444444444,0.862777777777778,0.0853289320258713
0.5,0.6,0.92,0.873333333333333,0.0683301240153508
0.6,0.55,0.95,0.875,0.104363848460552
0.7,0.577777777777778,0.977777777777778,0.862222222222222,0.121630679075091
0.8,0.733333333333333,0.966666666666667,0.876666666666667,0.0562991176065385
